Title: Sanloup as cited by Taylor et al. (2014)

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
13455.90 1810.37 100.123421 0.4286474030664568 0.432109 279.047940 -1099371.703499 31.754925 -54.880927 1762.206301 139.341368 -5.211 0.000 3.127743 3.172226 -0.245 0 0.000
13162.90 1783.98 100.122203 0.3931686736576068 0.396910 276.044752 -1105675.637236 31.629860 -52.710773 1735.638421 137.805853 -5.411 0.000 3.135591 3.185073 -0.175 0 0.000
12870.10 1757.21 100.120789 0.3592005014325043 0.363385 273.067520 -1111846.007972 31.509774 -50.667095 1709.355196 136.349725 -5.619 0.000 3.140863 3.198337 -0.099 0 0.000
12577.20 1730.04 100.119085 0.3262728479632137 0.331063 270.095964 -1117917.779981 31.393238 -48.724109 1683.028652 134.951473 -5.838 0.000 3.143051 3.212028 -0.015 0 0.000
12284.30 1702.50 100.116999 0.2940998138698215 0.299650 267.119113 -1123907.027081 31.279391 -46.868284 1656.429971 133.596889 -6.066 0.000 3.141453 3.226097 0.080 0 0.000
11991.50 1674.57 100.114435 0.2624678957868783 0.268918 264.124122 -1129832.045994 31.167499 -45.090527 1629.318381 132.273839 -6.306 0.000 3.135093 3.240483 0.189 0 0.000
11698.70 1646.26 100.111315 0.2313933573543048 0.238867 261.106378 -1135697.293385 31.057557 -43.397887 1601.594135 130.978146 -6.557 0.000 3.122556 3.255064 0.317 0 0.000
11405.90 1617.59 100.107587 0.2011609073597968 0.209763 258.068411 -1141495.434605 30.950386 -41.814910 1573.317400 129.714465 -6.820 0.000 3.101813 3.269662 0.471 0 0.000
11113.10 1588.54 100.103235 0.1723460410597769 0.182169 255.016050 -1147214.736746 30.847621 -40.383258 1544.724376 128.496763 -7.096 0.000 3.070107 3.284064 0.664 0 0.000
10820.30 1559.13 100.098311 0.1459519130744036 0.157066 251.968445 -1152824.295168 30.751952 -39.161223 1516.387064 127.354455 -7.387 0.000 3.024687 3.297942 0.913 0 0.000
10527.50 1529.37 100.095110 0.1115200896905471 0.123790 248.717827 -1158687.595671 30.644402 -37.340242 1472.914576 125.901201 -7.692 0.000 2.942598 3.312081 1.307 0 0.000
10234.80 1499.25 100.091049 0.0923686850629494 0.105563 245.736401 -1164025.758623 30.565271 -36.399742 1443.178606 124.979530 -8.013 0.000 2.865371 3.322971 1.728 0 0.000
9942.09 1468.78 100.086842 0.0798066250488789 0.093594 242.836268 -1169148.213399 30.495700 -35.750366 1418.750087 124.008433 -8.351 0.000 2.798524 3.331921 2.150 0 0.000
9649.39 1437.97 100.082672 0.0709041282634490 0.085005 239.946102 -1174166.066408 30.429644 -35.228177 1397.369137 123.423546 -8.708 0.000 2.743406 3.339671 2.558 0 0.000
9356.70 1406.83 100.079159 0.0653336302623670 0.079660 236.864769 -1179374.839949 30.351539 -34.944563 1383.020451 122.956625 -9.084 0.000 2.704333 3.348661 2.923 0 0.000
9064.04 1375.36 100.076028 0.0590170228575966 0.073194 233.874750 -1184366.276583 30.287741 -34.386948 1362.715726 122.436472 -9.481 0.000 2.664202 3.354717 3.316 0 0.000
8771.39 1343.56 100.052137 0.0175075391517943 0.021931 229.969575 -1190142.586285 30.444904 -29.506683 1295.476585 120.992624 -9.902 0.000 2.623468 3.301198 3.660 0 0.000
